TIC,waiting_time_type,t_prev_btjd,t_curr_btjd,exposure_days,calendar_days,unobserved_days,overlaps_corrupted_orbit,match_type_curr
7652166,initial,1437.97971276287,1449.641462596723,11.661749833853037,11.661749833853037,0.0,False,exact
7652166,final_censored,1449.641462596723,1464.2713678628206,13.254905265632033,14.629905266097694,1.3750000004656613,False,
7652962,initial,1410.917224333156,1413.6983809010555,2.760323234876978,2.781156567899643,0.0208333330226651,False,exact
7652962,interevent,1413.6983809010555,1414.08727693335,0.38889603229449676,0.38889603229449676,0.0,False,exact
7652962,interevent,1414.08727693335,1416.722042106138,2.6347651727878656,2.6347651727878656,0.0,False,exact
7652962,interevent,1416.722042106138,1436.0999361082052,15.565394001135928,19.37789400206725,3.8125000009313226,False,exact
7652962,interevent,1436.0999361082052,1441.3040867190014,4.058317277307424,5.204150610796205,1.1458333334887811,False,exact
7652962,interevent,1441.3040867190014,1443.1749081936705,1.8708214746691283,1.8708214746691283,0.0,False,exact
7652962,interevent,1443.1749081936705,1459.862154081114,15.312245886977962,16.687245887443623,1.3750000004656613,False,exact
7652962,interevent,1459.862154081114,1461.463504152794,1.6013500716799172,1.6013500716799172,0.0,False,exact
7652962,interevent,1461.463504152794,2146.2716984138506,4.565428068407982,684.8081942610565,680.2427661926486,True,exact
7652962,interevent,2146.2716984138506,2147.1092124954243,0.8375140815737723,0.8375140815737723,0.0,False,exact
7652962,interevent,2147.1092124954243,2164.7732295335163,16.254294815611047,17.66401703809197,1.409722222480923,False,exact
7652962,interevent,2164.7732295335163,2166.605170068289,1.8319405347729116,1.8319405347729116,0.0,False,exact
7652962,interevent,2166.605170068289,2167.952386620713,1.3472165524235606,1.3472165524235606,0.0,False,exact
7652962,interevent,2167.952386620713,2181.111993666884,8.881829267254943,13.159607046171004,4.277777778916061,False,exact
7652962,interevent,2181.111993666884,2184.820259248758,3.7082655818740022,3.7082655818740022,0.0,False,exact
7652962,interevent,2184.820259248758,2194.6714446260166,8.844240932296998,9.851185377258844,1.0069444449618459,False,exact
7652962,interevent,2194.6714446260166,2199.1574245284824,4.485979902465715,4.485979902465715,0.0,False,exact
7652962,final_censored,2199.1574245284824,2200.2293886975385,1.071964169056173,1.071964169056173,0.0,False,
7785194,initial,1410.917224333156,1411.3790098254003,0.4617854922444167,0.4617854922444167,0.0,False,exact
7785194,interevent,1411.3790098254003,1425.973735346594,10.761392187239608,14.594725521193595,3.8333333339539877,False,exact
7785194,interevent,1425.973735346594,2146.1107320650685,12.456742092386548,720.1369967184746,707.6802546260881,True,exact
7785194,interevent,2146.1107320650685,2148.998294936426,2.887562871357659,2.887562871357659,0.0,False,exact
7785194,interevent,2148.998294936426,2150.3205415476464,1.32224661122018,1.32224661122018,0.0,False,exact
